,state,lat,lng,population,location,county
341,Minnesota,47.6031,-92.4707,200122,"(47.6031, -92.4707)",Saint Louis County
342,Oregon,43.9151,-121.2281,199352,"(43.9151, -121.2281)",Deschutes County
343,New York,42.1602,-75.8196,198365,"(42.1602, -75.8196)",Broome County
344,South Dakota,43.6742,-96.7915,197742,"(43.6742, -96.7915)",Minnehaha County
345,Wisconsin,42.7475,-88.0613,197068,"(42.7475, -88.0613)",Racine County
346,Tennessee,36.469,-86.4606,196845,"(36.469, -86.4606)",Sumner County
347,Florida,28.5537,-82.424,196621,"(28.5537, -82.424)",Hernando County
348,Illinois,39.7582,-89.6589,196122,"(39.7582, -89.6589)",Sangamon County
349,Texas,32.3484,-96.7947,195509,"(32.3484, -96.7947)",Ellis County
350,Pennsylvania,40.912,-79.9133,194562,"(40.912, -79.9133)",Butler County
351,Michigan,42.6029,-83.9115,194302,"(42.6029, -83.9115)",Livingston County
352,California,38.7787,-120.5247,191713,"(38.7787, -120.5247)",El Dorado County
353,Nebraska,41.1129,-96.112,191272,"(41.1129, -96.112)",Sarpy County
354,Wisconsin,44.4161,-88.4649,190611,"(44.4161, -88.4649)",Outagamie County
355,Florida,26.9058,-81.9114,189900,"(26.9058, -81.9114)",Charlotte County
356,Michigan,43.335,-84.0532,189821,"(43.335, -84.0532)",Saginaw County
357,South Carolina,32.3856,-80.7306,189071,"(32.3856, -80.7306)",Beaufort County
358,Florida,30.7004,-87.0219,188994,"(30.7004, -87.0219)",Santa Rosa County
359,North Carolina,35.8071,-80.8734,187839,"(35.8071, -80.8734)",Iredell County
360,Indiana,40.3886,-86.8941,186955,"(40.3886, -86.8941)",Tippecanoe County
361,North Dakota,46.933,-97.248,186328,"(46.933, -97.248)",Cass County
362,Mississippi,34.8753,-89.9912,186214,"(34.8753, -89.9912)",De Soto County
363,Virginia,37.1049,-76.5181,185118,"(37.1049, -76.5181)",York County
364,Missouri,38.9906,-92.3097,184043,"(38.9906, -92.3097)",Boone County
365,Utah,37.2804,-113.5048,183297,"(37.2804, -113.5048)",Washington County
366,Texas,32.379,-97.3665,182690,"(32.379, -97.3665)",Johnson County
367,Delaware,39.086,-75.5686,182400,"(39.086, -75.5686)",Kent County
368,Ohio,41.1176,-81.8997,182347,"(41.1176, -81.8997)",Medina County
369,New York,41.8881,-74.2585,182153,"(41.8881, -74.2585)",Ulster County
370,California,40.7637,-122.0405,181852,"(40.7637, -122.0405)",Shasta County
371,Illinois,40.788,-89.76,181186,"(40.788, -89.76)",Peoria County
372,Florida,30.2652,-85.6203,181055,"(30.2652, -85.6203)",Bay County
373,Indiana,38.0249,-87.5859,179900,"(38.0249, -87.5859)",Vanderburgh County
374,West Virginia,38.3365,-81.5281,179895,"(38.3365, -81.5281)",Kanawha County
375,California,33.0395,-115.3654,179578,"(33.0395, -115.3654)",Imperial County
376,Ohio,40.0916,-82.4831,178844,"(40.0916, -82.4831)",Licking County
377,Kansas,39.0415,-95.7565,178625,"(39.0415, -95.7565)",Shawnee County
378,Michigan,43.2912,-86.152,175947,"(43.2912, -86.152)",Muskegon County
379,Indiana,39.7695,-86.51,175639,"(39.7695, -86.51)",Hendricks County
380,Connecticut,41.45,-72.5073,175244,"(41.45, -72.5073)",Middlesex County
381,Alabama,32.6011,-85.3555,175126,"(32.6011, -85.3555)",Lee County
382,Iowa,41.6371,-90.6232,174315,"(41.6371, -90.6232)",Scott County
383,Texas,29.5831,-97.9486,173828,"(29.5831, -97.9486)",Guadalupe County
384,Idaho,47.6744,-116.7018,173396,"(47.6744, -116.7018)",Kootenai County
385,Indiana,41.4603,-87.0672,173355,"(41.4603, -87.0672)",Porter County
386,Maryland,39.5629,-77.0225,173225,"(39.5629, -77.0225)",Carroll County
387,North Carolina,36.0437,-79.3995,171779,"(36.0437, -79.3995)",Alamance County
388,Illinois,40.4909,-88.8473,171284,"(40.4909, -88.8473)",McLean County
389,Wisconsin,44.0689,-88.6447,171197,"(44.0689, -88.6447)",Winnebago County
390,North Carolina,35.5933,-77.3745,171196,"(35.5933, -77.3745)",Pitt County
391,Rhode Island,41.6722,-71.5932,170168,"(41.6722, -71.5932)",Kent County
392,Georgia,33.9206,-84.8673,169898,"(33.9206, -84.8673)",Paulding County
393,South Carolina,33.5443,-81.6347,169865,"(33.5443, -81.6347)",Aiken County
394,North Carolina,35.7933,-80.2128,169498,"(35.7933, -80.2128)",Davidson County
395,Texas,31.8691,-102.0316,169393,"(31.8691, -102.0316)",Midland County
396,Kentucky,38.9334,-84.5333,169066,"(38.9334, -84.5333)",Kenton County
397,Wisconsin,42.5769,-88.0424,168693,"(42.5769, -88.0424)",Kenosha County
398,Vermont,44.4611,-73.0813,168309,"(44.4611, -73.0813)",Chittenden County
399,Colorado,38.1735,-104.5127,168135,"(38.1735, -104.5127)",Pueblo County
400,Pennsylvania,41.0581,-75.3395,168128,"(41.0581, -75.3395)",Monroe County
401,Kansas,39.1146,-94.7646,167989,"(39.1146, -94.7646)",Wyandotte County
402,Pennsylvania,40.6823,-80.3493,167629,"(40.6823, -80.3493)",Beaver County
403,Ohio,39.6915,-83.8899,167567,"(39.6915, -83.8899)",Greene County
404,Maryland,38.5073,-76.9922,167035,"(38.5073, -76.9922)",Charles County
405,Montana,45.9373,-108.2744,165524,"(45.9373, -108.2744)",Yellowstone County
406,Texas,29.8082,-98.2783,165201,"(29.8082, -98.2783)",Comal County
407,Hawaii,20.8596,-156.565,164765,"(20.8596, -156.565)",Maui County
408,Georgia,32.459,-83.6662,164117,"(32.459, -83.6662)",Houston County
409,Wisconsin,42.6712,-89.0716,163817,"(42.6712, -89.0716)",Rock County
410,Minnesota,44.0038,-92.4018,162307,"(44.0038, -92.4018)",Olmsted County
411,Texas,31.8692,-102.5429,162300,"(31.8692, -102.5429)",Ector County
412,South Carolina,33.0793,-80.4067,162139,"(33.0793, -80.4067)",Dorchester County
413,Indiana,39.49,-86.1016,161952,"(39.49, -86.1016)",Johnson County
414,Ohio,41.1677,-81.1974,161217,"(41.1677, -81.1974)",Portage County
415,North Carolina,35.662,-81.2151,161011,"(35.662, -81.2151)",Catawba County
416,Florida,27.6943,-80.6064,160986,"(27.6943, -80.6064)",Indian River County
417,New York,42.7111,-73.5097,160943,"(42.7111, -73.5097)",Rensselaer County
418,Michigan,42.2485,-84.4234,160637,"(42.2485, -84.4234)",Jackson County
419,Michigan,42.9341,-82.6806,160257,"(42.9341, -82.6806)",Macomb County
420,Louisiana,32.4784,-92.1549,159585,"(32.4784, -92.1549)",Ouachita Parish
421,New York,42.8181,-74.0586,159447,"(42.8181, -74.0586)",Schenectady County
422,Florida,27.0775,-80.4315,159399,"(27.0775, -80.4315)",Martin County
423,Ohio,39.7516,-82.6306,159371,"(39.7516, -82.6306)",Fairfield County
424,Tennessee,36.5129,-82.3042,158722,"(36.5129, -82.3042)",Sullivan County
425,Pennsylvania,40.9189,-77.8199,158665,"(40.9189, -77.8199)",Centre County
426,Minnesota,45.5521,-94.613,158622,"(45.5521, -94.613)",Stearns County
427,Virginia,38.4207,-77.458,157606,"(38.4207, -77.458)",Stafford County
428,Virginia,38.8185,-77.0861,157594,"(38.8185, -77.0861)",Fairfax County
429,California,37.218,-119.7627,157243,"(37.218, -119.7627)",Madera County
430,Mississippi,32.2641,-89.9458,157185,"(32.2641, -89.9458)",Rankin County
431,Georgia,33.5441,-82.2641,156921,"(33.5441, -82.2641)",Columbia County
432,Oklahoma,35.5424,-97.9824,156681,"(35.5424, -97.9824)",Canadian County
433,Georgia,32.8065,-83.6974,156554,"(32.8065, -83.6974)",Bibb County
434,Colorado,39.0183,-108.4664,156131,"(39.0183, -108.4664)",Mesa County
435,Pennsylvania,39.9274,-77.7213,156084,"(39.9274, -77.7213)",Franklin County
436,Florida,28.8489,-82.4794,155173,"(28.8489, -82.4794)",Citrus County
437,Michigan,41.9291,-83.5394,154823,"(41.9291, -83.5394)",Monroe County
438,Maryland,39.6036,-77.814,154645,"(39.6036, -77.814)",Washington County
439,New Mexico,35.5069,-105.9763,154481,"(35.5069, -105.9763)",Santa Fe County
440,Michigan,41.9547,-86.4123,153938,"(41.9547, -86.4123)",Berrien County
441,Massachusetts,42.3402,-72.6638,153931,"(42.3402, -72.6638)",Hampshire County
442,New Hampshire,43.2975,-71.6802,153918,"(43.2975, -71.6802)",Merrimack County
443,New Jersey,39.3739,-75.1107,153588,"(39.3739, -75.1107)",Cumberland County
444,Iowa,41.6715,-91.5881,153360,"(41.6715, -91.5881)",Johnson County
445,Maine,45.4006,-68.6495,152640,"(45.4006, -68.6495)",Penobscot County
446,California,36.0752,-119.8155,152515,"(36.0752, -119.8155)",Kings County
447,Minnesota,44.6485,-93.5359,151347,"(44.6485, -93.5359)",Scott County
448,Texas,32.7776,-97.8051,151188,"(32.7776, -97.8051)",Parker County
449,Texas,32.5993,-96.2878,149773,"(32.5993, -96.2878)",Kaufman County
450,New Mexico,35.6886,-106.8659,149460,"(35.6886, -106.8659)",Sandoval County
451,Tennessee,36.1547,-86.2973,149096,"(36.1547, -86.2973)",Wilson County
452,Georgia,33.3534,-84.7634,147449,"(33.3534, -84.7634)",Coweta County
453,North Carolina,35.6394,-80.5247,147067,"(35.6394, -80.5247)",Rowan County
454,North Carolina,36.0611,-79.1207,145919,"(36.0611, -79.1207)",Orange County
455,New Jersey,41.1393,-74.6909,144808,"(41.1393, -74.6909)",Sussex County
456,Georgia,33.7018,-84.768,144735,"(33.7018, -84.768)",Douglas County
457,Arizona,35.8387,-111.7705,144705,"(35.8387, -111.7705)",Coconino County
458,North Carolina,35.7103,-79.806,144403,"(35.7103, -79.806)",Randolph County
459,Illinois,41.4673,-90.5674,143819,"(41.4673, -90.5674)",Rock Island County
460,Mississippi,30.5425,-88.6358,143721,"(30.5425, -88.6358)",Jackson County
461,Louisiana,30.4401,-90.7279,143425,"(30.4401, -90.7279)",Livingston Parish
462,Pennsylvania,40.3672,-76.4577,143258,"(40.3672, -76.4577)",Lebanon County
463,Pennsylvania,40.7058,-76.216,143201,"(40.7058, -76.216)",Schuylkill County
464,Texas,32.3015,-99.8901,143029,"(32.3015, -99.8901)",Taylor County
465,Minnesota,45.1739,-93.9631,142543,"(45.1739, -93.9631)",Wright County
466,Texas,34.9659,-101.897,141489,"(34.9659, -101.897)",Randall County
467,Virginia,38.1851,-77.6561,141097,"(38.1851, -77.6561)",Spotsylvania County
468,Indiana,39.1609,-86.5231,140065,"(39.1609, -86.5231)",Monroe County
469,North Carolina,34.0715,-78.2383,139721,"(34.0715, -78.2383)",Brunswick County
470,Wisconsin,44.8983,-89.7591,137820,"(44.8983, -89.7591)",Marathon County
471,California,38.507,-122.3306,137384,"(38.507, -122.3306)",Napa County
472,Virginia,37.0554,-76.3632,137217,"(37.0554, -76.3632)",City of Hampton
473,South Carolina,34.0245,-79.703,137015,"(34.0245, -79.703)",Florence County
474,Texas,33.6268,-96.6777,137008,"(33.6268, -96.6777)",Grayson County
475,Wisconsin,43.3685,-88.2307,136842,"(43.3685, -88.2307)",Washington County
476,Kentucky,38.9699,-84.7278,136150,"(38.9699, -84.7278)",Boone County
477,California,40.6993,-123.8756,136132,"(40.6993, -123.8756)",Humboldt County
478,Tennessee,35.6872,-83.9255,135951,"(35.6872, -83.9255)",Blount County
479,Ohio,39.9167,-83.7844,135877,"(39.9167, -83.7844)",Clark County
480,Kentucky,36.9936,-86.4238,135307,"(36.9936, -86.4238)",Warren County
481,North Carolina,35.3688,-78.8693,134718,"(35.3688, -78.8693)",Harnett County
482,Utah,41.7225,-111.7436,134428,"(41.7225, -111.7436)",Cache County
483,Michigan,42.2465,-85.0056,134011,"(42.2465, -85.0056)",Calhoun County
484,Louisiana,30.6266,-90.4057,133953,"(30.6266, -90.4057)",Tangipahoa Parish
485,Tennessee,36.2933,-82.4974,133282,"(36.2933, -82.4974)",Washington County
486,Pennsylvania,40.4952,-78.7135,133263,"(40.4952, -78.7135)",Cambria County
487,Illinois,41.5906,-88.4288,132795,"(41.5906, -88.4288)",Kendall County
488,Florida,28.7048,-82.081,131832,"(28.7048, -82.081)",Sumter County
489,Ohio,41.3617,-83.623,131564,"(41.3617, -83.623)",Wood County
490,Illinois,40.5075,-89.5134,131276,"(40.5075, -89.5134)",Tazewell County
491,South Carolina,34.8873,-82.7253,131106,"(34.8873, -82.7253)",Pickens County
492,Iowa,42.4701,-92.3088,131041,"(42.4701, -92.3088)",Black Hawk County
493,New Hampshire,43.2969,-71.0289,130965,"(43.2969, -71.0289)",Strafford County
494,Indiana,40.1616,-85.7194,130545,"(40.1616, -85.7194)",Madison County
495,Rhode Island,41.4697,-71.6226,129998,"(41.4697, -71.6226)",Washington County
496,Texas,33.9879,-98.7035,129584,"(33.9879, -98.7035)",Wichita County
497,Louisiana,31.1986,-92.5332,129536,"(31.1986, -92.5332)",Rapides Parish
498,Washington,48.4795,-121.7291,129480,"(48.4795, -121.7291)",Snohomish County
499,New Jersey,40.5673,-74.9122,129099,"(40.5673, -74.9122)",Hunterdon County
500,Louisiana,32.6784,-93.6049,128877,"(32.6784, -93.6049)",Bossier Parish
501,Georgia,33.9512,-83.3673,128864,"(33.9512, -83.3673)",Clarke County
502,Massachusetts,42.3707,-73.2063,128763,"(42.3707, -73.2063)",Berkshire County
503,Oregon,44.4887,-122.5343,128598,"(44.4887, -122.5343)",Linn County
504,Pennsylvania,39.9201,-79.6474,128417,"(39.9201, -79.6474)",Fayette County
505,Arkansas,35.1989,-94.2743,128184,"(35.1989, -94.2743)",Sebastian County
506,New York,42.2281,-79.3663,127440,"(42.2281, -79.3663)",Chautauqua County
507,Louisiana,30.2036,-90.9113,126973,"(30.2036, -90.9113)",Ascension Parish
508,Arizona,31.8796,-109.7512,125504,"(31.8796, -109.7512)",Cochise County
509,Ohio,40.7747,-82.5365,125008,"(40.7747, -82.5365)",Richland County
510,Arkansas,35.147,-92.332,124611,"(35.147, -92.332)",Faulkner County
511,Idaho,43.3877,-111.6148,124490,"(43.3877, -111.6148)",Bonneville County
512,Texas,32.4805,-94.817,124245,"(32.4805, -94.817)",Gregg County
513,Maine,44.4091,-69.7673,124003,"(44.4091, -69.7673)",Kennebec County
514,Arkansas,34.6466,-92.6766,123988,"(34.6466, -92.6766)",Saline County
515,West Virginia,39.4641,-78.0275,123283,"(39.4641, -78.0275)",Berkeley County
516,Alabama,34.4535,-86.8529,123102,"(34.4535, -86.8529)",Morgan County
517,Missouri,37.2036,-94.3406,122788,"(37.2036, -94.3406)",Jasper County
518,Pennsylvania,40.4811,-78.3484,122640,"(40.4811, -78.3484)",Blair County
519,New Mexico,36.5085,-108.3206,121798,"(36.5085, -108.3206)",San Juan County
520,Oklahoma,34.6621,-98.4717,121777,"(34.6621, -98.4717)",Comanche County
521,Indiana,38.4772,-85.7073,121484,"(38.4772, -85.7073)",Clark County
522,Wisconsin,43.9066,-91.1152,120216,"(43.9066, -91.1152)",La Crosse County
523,Michigan,42.5913,-85.8884,120189,"(42.5913, -85.8884)",Allegan County
524,Georgia,33.5828,-85.0798,120060,"(33.5828, -85.0798)",Carroll County
525,Montana,45.5404,-111.1704,119685,"(45.5404, -111.1704)",Gallatin County
526,Texas,31.4044,-100.4621,119276,"(31.4044, -100.4621)",Tom Green County
527,Georgia,33.4139,-84.4943,119259,"(33.4139, -84.4943)",Fayette County
528,Kansas,38.8847,-95.2926,119094,"(38.8847, -95.2926)",Douglas County
529,Montana,47.0365,-113.9237,118541,"(47.0365, -113.9237)",Missoula County
530,Georgia,30.8338,-83.2677,118257,"(30.8338, -83.2677)",Lowndes County
531,New York,43.4269,-76.1414,118037,"(43.4269, -76.1414)",Oswego County
532,Texas,35.4013,-101.8939,117905,"(35.4013, -101.8939)",Potter County
533,Wisconsin,43.7212,-87.9454,117741,"(43.7212, -87.9454)",Sheboygan County
534,North Carolina,34.6402,-79.1039,117573,"(34.6402, -79.1039)",Robeson County
535,Florida,29.4614,-81.3136,117515,"(29.4614, -81.3136)",Flagler County
536,North Carolina,35.364,-78.004,117480,"(35.364, -78.004)",Wayne County
537,New York,44.0495,-75.9203,117445,"(44.0495, -75.9203)",Jefferson County
538,Ohio,40.8289,-81.888,116680,"(40.8289, -81.888)",Wayne County
539,North Carolina,35.3363,-82.48,116469,"(35.3363, -82.48)",Henderson County
540,Alabama,33.7714,-85.826,116162,"(33.7714, -85.826)",Calhoun County
541,Pennsylvania,41.3434,-77.0645,114022,"(41.3434, -77.0645)",Lycoming County
542,Maryland,38.3024,-76.6058,113814,"(38.3024, -76.6058)",Saint Mary's County
543,Georgia,33.555,-83.8502,113298,"(33.555, -83.8502)",Newton County
544,Connecticut,41.8469,-73.2212,112696,"(41.8469, -73.2212)",Litchfield County
545,Virginia,38.0229,-78.5567,112513,"(38.0229, -78.5567)",City of Charlottesville
546,New York,42.8528,-77.2998,112288,"(42.8528, -77.2998)",Ontario County
547,Indiana,41.546,-86.74,112215,"(41.546, -86.74)",LaPorte County
548,Indiana,40.2275,-85.3969,112156,"(40.2275, -85.3969)",Delaware County
549,Maine,44.1658,-70.2065,111532,"(44.1658, -70.2065)",Androscoggin County
550,Oregon,43.2797,-123.1665,111322,"(43.2797, -123.1665)",Douglas County
551,Arkansas,35.8308,-90.6328,111038,"(35.8308, -90.6328)",Craighead County
552,Kentucky,37.6979,-85.9634,111005,"(37.6979, -85.9634)",Hardin County
553,Texas,32.8978,-96.4079,110631,"(32.8978, -96.4079)",Rockwall County
554,Washington,46.1932,-122.681,110621,"(46.1932, -122.681)",Cowlitz County
555,Pennsylvania,41.3022,-80.2577,110600,"(41.3022, -80.2577)",Mercer County
556,Virginia,37.7601,-77.491,110513,"(37.7601, -77.491)",Hanover County
557,South Dakota,44.0037,-102.8238,110386,"(44.0037, -102.8238)",Pennington County
558,New Jersey,40.8572,-74.9973,109739,"(40.8572, -74.9973)",Warren County
559,Illinois,41.344,-88.8859,109495,"(41.344, -88.8859)",LaSalle County
560,Georgia,34.2377,-84.8403,109410,"(34.2377, -84.8403)",Bartow County
561,Mississippi,32.6347,-90.0337,109257,"(32.6347, -90.0337)",Madison County
562,Michigan,42.5961,-84.8383,109072,"(42.5961, -84.8383)",Eaton County
563,Louisiana,29.4148,-90.8663,108862,"(29.4148, -90.8663)",Terrebonne Parish
564,Tennessee,35.1541,-84.8596,108859,"(35.1541, -84.8596)",Bradley County
565,Ohio,40.0535,-84.2288,108818,"(40.0535, -84.2288)",Miami County
566,New York,44.4964,-75.0691,108670,"(44.4964, -75.0691)",St. Lawrence County
567,Alaska,62.316,-149.5729,108661,"(62.316, -149.5729)",Matanuska-Susitna Borough
568,Missouri,38.647,-94.3549,108205,"(38.647, -94.3549)",Cass County
569,Oregon,45.2326,-123.3081,107674,"(45.2326, -123.3081)",Yamhill County
570,Illinois,41.1377,-87.8618,107421,"(41.1377, -87.8618)",Kankakee County
571,Minnesota,44.8207,-93.8026,107216,"(44.8207, -93.8026)",Carver County
572,Arizona,35.3996,-110.3214,107110,"(35.3996, -110.3214)",Navajo County
573,Alabama,31.1532,-85.3025,107040,"(31.1532, -85.3025)",Houston County
574,Missouri,39.3803,-94.7738,107033,"(39.3803, -94.7738)",Platte County
575,Indiana,39.4306,-87.39,106355,"(39.4306, -87.39)",Vigo County
576,West Virginia,39.6303,-80.0466,105988,"(39.6303, -80.0466)",Monongalia County
577,Montana,48.2951,-114.0497,105950,"(48.2951, -114.0497)",Flathead County
578,Wisconsin,44.7268,-91.286,105697,"(44.7268, -91.286)",Eau Claire County
579,Iowa,42.3897,-96.0448,105526,"(42.3897, -96.0448)",Woodbury County
580,South Carolina,33.9162,-80.3822,105199,"(33.9162, -80.3822)",Sumter County
581,Wisconsin,42.6685,-88.5419,105127,"(42.6685, -88.5419)",Walworth County
582,Missouri,38.4111,-91.075,104858,"(38.4111, -91.075)",Franklin County
583,Pennsylvania,39.8715,-77.2178,104604,"(39.8715, -77.2178)",Adams County
584,Alabama,34.8101,-86.9814,104199,"(34.8101, -86.9814)",Limestone County
585,Wisconsin,43.7536,-88.4883,104027,"(43.7536, -88.4883)",Fond du Lac County
586,Maryland,39.5712,-75.9407,103876,"(39.5712, -75.9407)",Cecil County
587,Maryland,38.3733,-75.6208,103815,"(38.3733, -75.6208)",Wicomico County
588,Michigan,43.7075,-83.9924,103752,"(43.7075, -83.9924)",Bay County
589,Illinois,39.86,-88.9616,103542,"(39.86, -88.9616)",Macon County
590,Alabama,34.0453,-86.0348,103348,"(34.0453, -86.0348)",Etowah County
591,Georgia,34.8056,-84.9672,103033,"(34.8056, -84.9672)",Whitfield County
592,Kentucky,37.7318,-87.0873,102916,"(37.7318, -87.0873)",Daviess County
593,New York,42.452,-76.4736,102555,"(42.452, -76.4736)",Tompkins County
594,Florida,27.3433,-81.341,102339,"(27.3433, -81.341)",Highlands County
595,California,39.3013,-120.7689,102322,"(39.3013, -120.7689)",Nevada County
596,Ohio,40.7715,-84.1058,102087,"(40.7715, -84.1058)",Allen County
597,Tennessee,35.6169,-87.077,102002,"(35.6169, -87.077)",Maury County
598,Ohio,40.7684,-80.7772,101723,"(40.7684, -80.7772)",Columbiana County
599,Texas,33.1236,-96.0855,101596,"(33.1236, -96.0855)",Hunt County
600,North Carolina,35.1249,-77.0939,101098,"(35.1249, -77.0939)",Craven County
601,North Carolina,35.3106,-79.4814,100759,"(35.3106, -79.4814)",Moore County
602,Illinois,41.8935,-88.7703,100686,"(41.8935, -88.7703)",DeKalb County
