,#ZDAY,CENTERLON,CENTERLAT,TOTAL_COUNT,location,county,state,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
784,2019-02-13,-121.8,38.2,2,"(38.2, -121.8)",Solano County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
785,2019-02-13,-121.7,38.2,1,"(38.2, -121.7)",Solano County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
786,2019-02-13,-120.8,38.2,2,"(38.2, -120.8)",Calaveras County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
787,2019-02-13,-122.8,38.5,2,"(38.5, -122.8)",Sonoma County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
788,2019-02-13,-120.6,38.7,1,"(38.7, -120.6)",El Dorado County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
789,2019-02-13,-122.6,39.1,1,"(39.1, -122.6)",Lake County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
790,2019-02-13,-122.7,39.2,1,"(39.2, -122.7)",Lake County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
791,2019-02-13,-122.6,39.2,1,"(39.2, -122.6)",Lake County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
792,2019-02-13,-122.7,39.3,1,"(39.3, -122.7)",Lake County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
793,2019-02-13,-122.8,39.4,1,"(39.4, -122.8)",Lake County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
794,2019-02-13,-122.7,39.5,3,"(39.5, -122.7)",Lake County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
796,2019-02-13,-121.7,39.8,1,"(39.8, -121.7)",Butte County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
804,2019-02-13,-123.8,40.8,1,"(40.8, -123.8)",Humboldt County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
805,2019-02-13,-123.8,40.9,1,"(40.9, -123.8)",Humboldt County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
807,2019-02-13,-122.8,41.8,1,"(41.8, -122.8)",Siskiyou County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
820,2019-02-13,-120.5,35.0,1,"(35.0, -120.5)",San Luis Obispo County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
821,2019-02-13,-118.5,35.0,2,"(35.0, -118.5)",Kern County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
822,2019-02-13,-120.4,36.0,1,"(36.0, -120.4)",Fresno County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
823,2019-02-13,-122.1,37.0,2,"(37.0, -122.1)",Santa Cruz County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
824,2019-02-13,-119.1,37.0,1,"(37.0, -119.1)",Fresno County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
826,2019-02-13,-120.9,39.0,1,"(39.0, -120.9)",Placer County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
837,2019-02-13,-79.7,25.6,12,"(25.6, -79.7)",,Bimini,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
845,2019-02-13,-79.5,26.2,4,"(26.2, -79.5)",,Bimini,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
861,2019-02-13,-119.2,34.2,1,"(34.2, -119.2)",Ventura County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
862,2019-02-13,-119.8,34.8,1,"(34.8, -119.8)",Santa Barbara County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
863,2019-02-13,-119.9,34.9,2,"(34.9, -119.9)",Santa Barbara County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
865,2019-02-13,-117.6,35.3,1,"(35.3, -117.6)",Kern County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
868,2019-02-13,-118.9,36.3,1,"(36.3, -118.9)",Tulare County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
869,2019-02-13,-118.8,36.3,2,"(36.3, -118.8)",Tulare County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
870,2019-02-13,-118.7,36.3,1,"(36.3, -118.7)",Tulare County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
871,2019-02-13,-121.7,36.4,1,"(36.4, -121.7)",Monterey County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
872,2019-02-13,-118.8,36.4,1,"(36.4, -118.8)",Tulare County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
873,2019-02-13,-120.5,36.5,1,"(36.5, -120.5)",Fresno County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
874,2019-02-13,-118.7,36.5,2,"(36.5, -118.7)",Tulare County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
875,2019-02-13,-119.0,36.6,1,"(36.6, -119.0)",Tulare County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
876,2019-02-13,-120.6,36.6,1,"(36.6, -120.6)",Fresno County,California,February,2019-02-13,02:48:00,2019-02-15,00:28:00,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
995,2019-02-23,144.8,13.0,1,"(13.0, 144.8)",,Inarajan,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
996,2019-02-23,144.8,14.0,1,"(14.0, 144.8)",,Yigo,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
1008,2019-02-23,144.8,13.2,1,"(13.2, 144.8)",,Inarajan,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
1009,2019-02-23,144.7,13.4,1,"(13.4, 144.7)",,Santa Rita,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
1010,2019-02-23,144.3,13.8,1,"(13.8, 144.3)",,Piti,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
1011,2019-02-23,144.5,13.9,1,"(13.9, 144.5)",,Piti,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
1012,2019-02-23,144.6,13.9,1,"(13.9, 144.6)",,Asan,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
1013,2019-02-23,144.5,14.1,1,"(14.1, 144.5)",,Asan,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
1014,2019-02-23,144.7,14.1,1,"(14.1, 144.7)",,Yigo,February,2019-02-23,14:05:00,2019-02-23,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
1072,2019-02-24,-78.0,39.0,1,"(39.0, -78.0)",Warren County,Virginia,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1078,2019-02-24,-77.9,39.0,1,"(39.0, -77.9)",Fauquier County,Virginia,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1312,2019-02-24,-77.5,38.1,4,"(38.1, -77.5)",Spotsylvania County,Virginia,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1318,2019-02-24,-77.6,38.9,1,"(38.9, -77.6)",Prince William County,Virginia,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1324,2019-02-24,-77.9,39.1,1,"(39.1, -77.9)",Clarke County,Virginia,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1336,2019-02-24,-83.7,41.5,4,"(41.5, -83.7)",Lucas County,Ohio,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1338,2019-02-24,-83.7,41.5,4,"(41.5, -83.7)",Lucas County,Ohio,February,2019-02-24,12:31:00,2019-02-24,14:57:00,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,157274
1342,2019-02-24,-84.0,41.6,4,"(41.6, -84.0)",Fulton County,Ohio,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1344,2019-02-24,-84.0,41.6,4,"(41.6, -84.0)",Fulton County,Ohio,February,2019-02-24,12:31:00,2019-02-24,14:57:00,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,157274
1348,2019-02-24,-83.9,41.6,4,"(41.6, -83.9)",Fulton County,Ohio,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1350,2019-02-24,-83.9,41.6,4,"(41.6, -83.9)",Fulton County,Ohio,February,2019-02-24,12:31:00,2019-02-24,14:57:00,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,157274
1354,2019-02-24,-83.8,41.6,4,"(41.6, -83.8)",Lucas County,Ohio,February,2019-02-24,11:21:00,2019-02-26,17:29:00,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,118781
1356,2019-02-24,-83.8,41.6,4,"(41.6, -83.8)",Lucas County,Ohio,February,2019-02-24,12:31:00,2019-02-24,14:57:00,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,157274
